gender,parental level of education,lunch,test preparation course,math score,reading score,writing score,family income,study hours 
male,some college,standard,completed,60,50,51,Medium,0.0
male,some college,standard,completed,70,61,68,High,11.0
female,some high school,free/reduced,none,47,58,50,Low,10.0
male,some college,free/reduced,completed,59,61,60,Medium,19.0
male,master's degree,free/reduced,completed,78,77,75,Medium,7.0
female,some college,standard,completed,85,84,90,Medium,14.0
female,associate's degree,free/reduced,none,53,70,66,High,18.0
female,high school,free/reduced,none,34,41,38,Medium,16.0
male,high school,standard,none,70,73,71,Low,7.0
female,high school,free/reduced,completed,52,49,59,Medium,19.0
male,bachelor's degree,free/reduced,none,72,56,57,Low,17.0
female,some college,standard,none,51,57,54,Medium,0.0
female,some college,free/reduced,none,79,88,85,Low,9.0
male,some college,standard,none,66,64,59,Low,19.0
female,some high school,standard,none,67,89,82,Low,13.0
female,some high school,standard,none,57,67,71,Low,0.0
male,some high school,free/reduced,completed,58,69,64,Low,7.0
male,bachelor's degree,free/reduced,completed,87,89,87,Low,0.0
female,associate's degree,standard,completed,90,89,91,Low,9.0
male,high school,standard,none,52,52,42,High,6.0
male,bachelor's degree,standard,none,63,60,57,Low,10.0
female,some college,free/reduced,completed,64,84,84,Low,12.0
male,high school,standard,none,59,51,46,Low,12.0
female,bachelor's degree,free/reduced,completed,66,82,83,Medium,14.0
female,some college,standard,none,86,84,92,Low,19.0
female,some high school,free/reduced,none,0,17,10,Low,0.0
male,associate's degree,free/reduced,completed,77,74,71,Medium,17.0
female,some college,standard,completed,74,80,83,Low,6.0
female,some college,standard,none,61,69,68,Medium,4.0
male,associate's degree,standard,none,71,63,63,Medium,9.0
male,associate's degree,free/reduced,none,77,67,64,Low,8.0
male,associate's degree,standard,none,75,67,64,Medium,14.0
female,high school,standard,completed,56,67,74,Medium,13.0
female,high school,standard,completed,59,63,74,Low,5.0
female,high school,standard,none,68,72,77,Medium,16.0
male,some college,free/reduced,none,54,54,47,Low,20.0
female,high school,standard,none,60,68,63,Medium,17.0
female,some high school,free/reduced,none,43,64,57,Medium,10.0
male,some college,standard,completed,88,85,75,Low,5.0
female,bachelor's degree,standard,none,65,72,73,Medium,13.0
female,associate's degree,standard,none,57,69,68,High,11.0
female,some college,standard,none,69,73,73,High,7.0
female,bachelor's degree,standard,completed,95,100,99,Low,5.0
female,some college,standard,none,56,57,63,High,13.0
male,associate's degree,standard,none,71,78,74,Medium,15.0
female,bachelor's degree,standard,none,86,92,87,Low,11.0
male,associate's degree,free/reduced,completed,42,44,49,Low,17.0
female,high school,standard,none,61,62,62,Low,0.0
male,some high school,standard,none,85,73,69,Medium,18.0
female,some high school,free/reduced,none,73,73,72,Medium,18.0
female,associate's degree,standard,none,61,73,70,Low,20.0
female,associate's degree,free/reduced,none,25,31,37,Low,12.0
female,high school,standard,none,80,90,88,Medium,9.0
female,some college,standard,none,68,84,82,Medium,11.0
male,associate's degree,standard,completed,86,83,84,Medium,19.0
male,some high school,free/reduced,completed,54,59,59,Low,16.0
male,high school,standard,none,46,46,42,High,13.0
male,bachelor's degree,standard,completed,100,99,100,Low,20.0
female,some college,standard,completed,49,64,66,Low,19.0
male,some high school,standard,none,86,73,69,Medium,19.0
female,some college,free/reduced,none,59,62,63,Low,7.0
female,some college,standard,none,54,62,67,Low,0.0
female,master's degree,free/reduced,completed,47,57,66,Medium,13.0
female,some college,standard,completed,68,79,81,Medium,0.0
female,some college,standard,none,79,86,91,High,17.0
female,some high school,free/reduced,completed,58,63,64,Low,19.0
female,some college,standard,none,79,85,81,Medium,14.0
female,master's degree,standard,none,61,69,75,Low,11.0
female,associate's degree,standard,completed,54,72,78,High,5.0
female,some college,free/reduced,none,71,76,70,High,10.0
male,some college,standard,completed,98,87,80,Low,11.0
male,high school,standard,none,90,74,68,Medium,9.0
female,some high school,free/reduced,none,0,16,10,Low,0.0
female,associate's degree,standard,none,81,92,93,High,8.0
male,bachelor's degree,standard,none,68,58,57,High,7.0
female,some college,standard,completed,75,76,82,Low,5.0
male,some high school,standard,none,67,54,52,High,8.0
female,some high school,free/reduced,none,24,37,26,High,19.0
male,some high school,standard,none,81,78,77,Low,8.0
female,some high school,standard,completed,66,74,77,Low,19.0
male,associate's degree,standard,none,79,63,62,Low,19.0
male,high school,free/reduced,none,55,55,50,High,17.0
male,some high school,standard,none,81,67,61,High,16.0
male,associate's degree,standard,none,46,36,35,Low,15.0
female,associate's degree,standard,completed,74,81,90,Medium,12.0
male,some college,standard,none,75,71,71,Medium,19.0
female,associate's degree,standard,none,81,94,88,Low,12.0
male,some high school,standard,completed,46,49,49,Medium,7.0
female,associate's degree,standard,none,58,62,65,High,15.0
male,some high school,free/reduced,none,78,82,73,Medium,0.0
male,bachelor's degree,standard,completed,70,64,70,Medium,10.0
female,some high school,standard,none,74,74,81,Medium,0.0
female,some college,free/reduced,completed,75,88,84,Medium,0.0
male,some high school,standard,none,68,54,53,High,8.0
male,some college,free/reduced,none,64,57,48,Low,0.0
female,bachelor's degree,standard,completed,78,91,88,Low,10.0
male,bachelor's degree,free/reduced,none,61,66,61,Medium,17.0
female,high school,free/reduced,none,61,66,63,Low,15.0
female,bachelor's degree,free/reduced,none,29,40,46,Medium,18.0
female,bachelor's degree,standard,none,78,88,89,Low,14.0
female,high school,standard,none,28,29,29,Medium,13.0
male,some high school,standard,completed,75,80,73,Medium,6.0
male,associate's degree,standard,completed,72,78,72,High,12.0
male,some college,standard,none,97,87,82,Medium,18.0
male,associate's degree,standard,completed,80,80,79,Low,14.0
female,some high school,standard,none,56,67,72,Low,0.0
female,bachelor's degree,free/reduced,completed,66,83,82,Medium,14.0
male,associate's degree,standard,completed,71,73,67,Medium,20.0
male,some high school,standard,completed,74,71,78,Low,5.0
male,master's degree,standard,none,71,67,67,Medium,12.0
female,high school,free/reduced,completed,50,65,63,Medium,19.0
female,high school,free/reduced,completed,77,88,85,Medium,5.0
male,master's degree,standard,none,72,70,75,Low,15.0
female,some college,standard,none,58,66,72,Medium,12.0
female,some high school,standard,completed,59,70,73,Low,9.0
male,high school,free/reduced,none,36,28,27,High,14.0
male,associate's degree,free/reduced,none,61,61,55,Low,20.0
male,some high school,standard,none,80,77,77,Low,8.0
male,bachelor's degree,free/reduced,none,47,51,45,Medium,8.0
male,some college,standard,none,68,71,65,Medium,13.0
female,some high school,free/reduced,completed,63,78,77,High,15.0
male,some high school,standard,none,66,63,60,Medium,19.0
male,some college,free/reduced,none,73,77,72,Medium,0.0
male,some college,standard,none,88,77,77,Low,8.0
male,some college,standard,none,55,57,51,High,15.0
female,high school,standard,none,44,63,58,Medium,6.0
female,some high school,standard,completed,79,85,85,Medium,7.0
female,some high school,free/reduced,none,43,52,52,Low,10.0
female,associate's degree,standard,none,82,95,88,Low,12.0
female,some college,free/reduced,none,60,65,70,Low,17.0
male,some high school,standard,completed,77,81,85,Medium,7.0
female,associate's degree,standard,none,90,86,84,Low,7.0
male,some college,standard,none,68,71,64,Medium,13.0
female,bachelor's degree,free/reduced,none,61,78,78,High,17.0
male,some high school,free/reduced,completed,49,50,51,Low,6.0
male,associate's degree,standard,none,74,73,66,Low,10.0
female,master's degree,standard,none,77,89,83,High,7.0
female,bachelor's degree,standard,none,63,72,70,Medium,5.0
female,some college,free/reduced,completed,42,65,68,Low,8.0
female,high school,standard,none,59,71,67,Medium,13.0
male,high school,standard,none,70,74,71,Low,6.0
female,associate's degree,standard,completed,95,95,99,High,12.0
male,associate's degree,free/reduced,none,53,54,47,Medium,4.0
male,some high school,standard,none,50,51,44,Low,8.0
male,some college,standard,completed,98,86,80,Low,11.0
female,some high school,standard,none,40,54,50,Low,5.0
female,high school,free/reduced,none,50,66,62,Medium,8.0
male,some high school,free/reduced,completed,79,79,78,Medium,16.0
female,some high school,free/reduced,none,65,86,80,Medium,14.0
male,high school,standard,none,89,74,68,Medium,9.0
female,master's degree,standard,none,73,77,74,High,0.0
female,high school,standard,none,64,68,66,Low,9.0
female,associate's degree,standard,completed,56,77,78,High,20.0
female,some high school,free/reduced,none,71,79,76,Low,13.0
female,some college,standard,none,53,61,56,Low,15.0
male,associate's degree,free/reduced,none,48,50,50,Low,15.0
female,master's degree,standard,none,92,100,99,High,7.0
male,some college,standard,none,52,39,36,High,0.0
female,some college,standard,none,82,89,94,Low,18.0
female,bachelor's degree,standard,none,50,48,50,Medium,12.0
male,some high school,standard,completed,60,55,55,Medium,7.0
male,high school,free/reduced,none,61,60,55,High,15.0
female,associate's degree,free/reduced,none,42,59,58,High,17.0
male,some college,standard,none,75,71,72,Medium,19.0
male,high school,standard,completed,72,72,73,High,13.0
female,some high school,standard,none,67,70,74,Low,17.0
male,bachelor's degree,standard,none,59,54,50,High,17.0
female,some college,free/reduced,completed,63,73,71,High,11.0
female,some college,standard,none,76,67,77,Low,13.0
male,high school,standard,completed,67,63,66,Medium,6.0
female,bachelor's degree,standard,completed,70,69,70,Low,13.0
female,some college,free/reduced,none,65,81,77,Low,13.0
male,high school,standard,completed,59,44,47,Low,7.0
male,bachelor's degree,free/reduced,completed,79,73,71,High,5.0
male,some high school,standard,completed,66,68,63,Medium,10.0
female,high school,free/reduced,none,48,56,51,Low,16.0
female,high school,standard,none,41,51,50,High,18.0
male,some college,standard,none,71,48,52,Low,4.0
male,some college,standard,completed,92,83,90,Low,11.0
male,some college,free/reduced,none,58,57,54,High,16.0
male,some college,standard,completed,77,72,70,Medium,17.0
female,some high school,standard,none,63,72,67,Medium,0.0
female,some high school,standard,completed,85,90,92,Medium,16.0
male,bachelor's degree,standard,none,68,58,57,High,7.0
male,high school,standard,completed,72,65,68,Medium,5.0
male,high school,standard,none,93,73,71,Medium,11.0
female,some college,free/reduced,completed,67,74,70,Medium,19.0
male,high school,standard,none,69,65,59,Medium,0.0
female,high school,standard,none,61,62,63,Low,0.0
female,bachelor's degree,standard,completed,64,80,81,Medium,12.0
male,high school,standard,none,57,43,46,High,9.0
male,some college,standard,none,69,63,67,Low,10.0
male,some college,standard,completed,81,81,88,Low,20.0
female,associate's degree,free/reduced,completed,67,66,69,Low,5.0
male,some high school,standard,completed,73,63,59,Low,8.0
female,bachelor's degree,free/reduced,none,74,84,82,Low,6.0
male,bachelor's degree,standard,completed,96,89,92,Medium,8.0
female,high school,free/reduced,none,41,44,40,High,17.0
male,high school,free/reduced,completed,86,80,75,Low,13.0
male,some college,standard,none,58,41,42,High,14.0
male,associate's degree,free/reduced,completed,42,44,49,Low,17.0
female,high school,standard,none,99,92,90,Medium,7.0
female,bachelor's degree,standard,completed,65,73,80,Medium,11.0
female,some high school,standard,completed,66,74,76,Low,19.0
female,high school,free/reduced,none,50,66,62,Medium,7.0
male,some high school,free/reduced,completed,78,83,80,High,14.0
male,some college,standard,completed,77,71,70,Medium,17.0
male,master's degree,free/reduced,completed,62,68,75,Medium,18.0
female,bachelor's degree,free/reduced,completed,51,71,79,Low,13.0
male,high school,free/reduced,none,74,73,66,Medium,7.0
female,high school,standard,none,62,63,64,Low,10.0
female,some college,free/reduced,completed,47,55,57,Medium,8.0
female,high school,free/reduced,none,34,41,38,Medium,16.0
female,some college,standard,completed,72,79,81,Medium,16.0
female,some college,standard,none,61,68,68,Medium,5.0
male,some college,standard,none,88,73,78,Low,12.0
female,some college,standard,none,71,70,75,Medium,0.0
female,some college,standard,completed,66,80,79,Medium,11.0
male,some high school,standard,none,85,80,75,Medium,4.0
female,associate's degree,free/reduced,none,64,73,68,Medium,12.0
female,some college,free/reduced,none,48,65,55,Medium,10.0
male,some college,standard,none,68,63,68,Low,9.0
female,some high school,free/reduced,none,49,57,55,Low,15.0
male,high school,standard,none,73,64,57,Low,19.0
female,associate's degree,standard,none,80,85,83,Medium,0.0
male,some college,standard,completed,84,80,85,Medium,20.0
male,associate's degree,standard,none,79,76,63,Low,8.0
male,some high school,standard,none,73,63,57,Medium,8.0
male,associate's degree,standard,none,81,73,71,Low,0.0
male,bachelor's degree,standard,completed,71,73,68,Medium,0.0
female,bachelor's degree,standard,completed,79,92,89,Low,11.0
female,high school,standard,none,71,79,74,Medium,6.0
female,some high school,free/reduced,completed,58,62,64,Low,18.0
male,high school,standard,none,65,69,63,High,0.0
female,some college,standard,none,19,37,31,High,14.0
male,associate's degree,free/reduced,completed,43,45,49,Low,17.0
male,associate's degree,standard,none,73,72,66,Low,10.0
male,some college,standard,none,80,81,84,High,14.0
male,some high school,standard,none,68,66,61,Low,12.0
male,bachelor's degree,standard,completed,75,57,62,High,14.0
male,bachelor's degree,free/reduced,none,37,55,47,Medium,13.0
female,some high school,free/reduced,completed,65,76,75,Medium,9.0
male,high school,standard,none,67,59,53,Medium,7.0
male,master's degree,free/reduced,completed,61,67,75,Medium,18.0
female,some college,standard,completed,85,85,90,Medium,15.0
female,some college,free/reduced,none,49,65,60,Low,11.0
male,some high school,standard,completed,62,66,67,Medium,18.0
